"sigOBS","sigPRO","muEI1","muI1S1","muI1I2","muI2S2","muS2S1","rho","bT","q","c","delta","S1_0","S2_0","E_0","I1_0","I2_0","K_0","F_0"
0.1359,0.4715,28.9683,7.2967,4.5353,2.4651,0.9493,0.0308,4.8051,0.1484,0.2708,0.02,0.824,0.0657,0.0155,0.0393,0.0554,0.2443,0.1319
0.4857,0.3772,28.5005,3.7547,16.2633,2.7775,0.7737,0.9574,0.2051,0.8533,0.7421,0.02,0.8387,0.0289,0.0458,0.057,0.0297,0.4209,0.7631
0.4069,0.2662,26.0785,5.9642,9.8589,1.9019,0.2343,0.4917,4.9421,0.8734,0.536,0.02,0.8241,0.0465,0.059,0.0561,0.0143,0.3118,0.2998
0.1833,0.2513,17.2611,10.0525,11.3701,0.3239,0.9922,0.1153,6.9809,0.4219,0.2895,0.02,0.8087,0.0165,0.0227,0.0711,0.081,0.7141,0.1458
0.3421,0.4494,19.4924,11.7977,10.6292,0.771,0.6206,0.5138,1.8348,0.9776,0.3844,0.02,0.8546,0.0059,0.0375,0.0549,0.0472,0.109,0.4807
0.24,0.1806,19.6733,14.7533,14.3056,0.1356,0.6891,0.4611,1.9376,0.6976,0.2086,0.02,0.7828,0.05,0.0738,0.0074,0.0859,0.9906,0.6912
0.3506,0.3372,46.8129,9.4703,8.6272,0.1612,0.0424,0.7913,6.4507,0.4379,0.9304,0.02,0.7614,0.035,0.0739,0.0838,0.0459,0.3298,0.8256
0.2768,0.1162,44.1885,6.1418,11.1338,1.7655,0.0875,0.1288,2.7957,0.739,0.2127,0.02,0.7517,0.0927,0.0408,0.0906,0.0241,0.0905,0.4569
0.3881,0.3202,60.8764,14.7299,14.5577,0.2479,0.541,0.4103,0.8876,0.5182,0.7875,0.02,0.8352,0.0172,0.0426,0.0455,0.0594,0.5024,0.6096
0.4078,0.3536,23.2646,13.2157,4.2414,1.4295,0.4253,0.2019,2.7853,0.6339,0.4795,0.02,0.787,0.0822,0.0541,0.0088,0.0679,0.1693,0.6171
0.4062,0.2133,47.0074,8.078,11.6572,2.2029,0.6501,0.9229,9.5462,0.1668,0.7591,0.02,0.8603,0.0397,0.0138,0.0399,0.0463,0.8265,0.6758
0.1583,0.441,36.8478,2.451,11.2215,0.5065,0.9042,0.166,2.7679,0.091,0.7365,0.02,0.8011,0.0273,0.0773,0.0306,0.0637,0.1835,0.3434
0.4919,0.4388,48.0981,8.8595,16.5673,1.8255,0.8658,0.5918,6.747,0.0768,0.3007,0.02,0.8495,0.0095,0.0184,0.0609,0.0617,0.4867,0.4304
0.3153,0.3084,40.8976,16.6582,3.1547,0.3074,0.1629,0.8795,4.9851,0.681,0.2505,0.02,0.8467,0.0649,0.0722,0.0096,0.0067,0.9281,0.1959
0.0024,0.0356,16.9277,14.7402,16.6112,1.6293,0.7562,0.168,7.3298,0.792,0.581,0.02,0.761,0.0837,0.0903,0.0597,0.0053,0.8637,0.6491
0.1036,0.2257,54.6293,10.3898,16.8752,1.9864,0.728,0.5162,7.9322,0.3935,0.1061,0.02,0.8278,0.0219,0.0811,0.0284,0.0409,0.2063,0.1039
0.4555,0.3855,19.2546,8.3367,12.204,2.0127,0.2371,0.3929,4.5028,0.7347,0.3942,0.02,0.9279,0.0204,0.0078,0.015,0.0288,0.8762,0.5647
0.2865,0.0069,42.6095,8.7803,2.3181,0.8964,0.711,0.7236,4.4424,0.9556,0.6637,0.02,0.784,0.0677,0.0399,0.0171,0.0912,0.2831,0.5967
0.3248,0.0206,32.0886,9.6441,15.2306,2.3161,0.7518,0.9708,3.3287,0.4748,0.6579,0.02,0.8832,6e-04,0.0469,0.0189,0.0504,0.7009,0.7703
0.032,0.4502,14.5228,11.224,17.3637,0.357,0.8554,0.0899,1.1716,0.2851,0.1995,0.02,0.7456,0.0543,0.0724,0.0573,0.0704,0.5093,0.2827
0.2081,0.1213,25.6694,17.1162,16.9733,1.657,0.593,0.5522,8.8776,0.4763,0.7467,0.02,0.8985,0.0052,0.015,0.0434,0.0379,0.1232,0.06
0.2451,0.0127,54.6389,15.1015,4.9613,0.1757,0.8868,0.1968,5.9688,0.6482,0.7465,0.02,0.876,0.0249,0.0311,0.0243,0.0437,0.995,0.0949
0.046,0.0918,50.5077,16.1247,7.3641,2.436,0.2219,0.0534,9.7787,0.3248,0.1687,0.02,0.796,0.0578,0.0694,0.0135,0.0632,0.2613,0.9739
0.4996,0.2403,28.0563,10.2825,13.4918,1.0024,0.1914,0.011,2.9952,0.4952,0.036,0.02,0.8446,0.0362,0.077,0.0268,0.0154,0.3302,0.1468
0.0965,0.3637,34.221,8.352,9.1675,2.9146,0.1635,0.9666,0.089,0.5579,0.6688,0.02,0.8268,0.014,0.0515,0.0756,0.0321,0.7178,0.904
0.1112,0.0648,40.0789,3.3307,12.211,2.5301,0.9872,0.6672,4.6115,0.415,0.5127,0.02,0.7968,0.0561,0.0265,0.0846,0.036,0.3422,0.1647
0.155,0.0248,55.3195,7.3561,8.1091,1.9181,0.5994,0.6585,4.9939,0.1448,0.8835,0.02,0.791,0.0456,0.0798,0.0403,0.0432,0.4829,0.716
0.2302,0.096,60.9953,8.0409,4.1578,2.178,0.5131,0.8802,8.1283,0.9216,0.5627,0.02,0.9089,0.0518,0.0025,0.0184,0.0185,0.7752,0.9512
0.3542,0.1348,47.2033,2.3093,9.2809,1.67,0.1296,0.4792,5.7889,0.1984,0.5203,0.02,0.8585,0.026,0.0826,0.0049,0.028,0.386,0.9203
0.2158,0.479,15.9856,9.2548,14.132,0.7952,0.9569,0.7399,3.9871,0.1696,0.3065,0.02,0.7938,0.0361,0.058,0.0294,0.0827,0.1389,0.1239
0.2974,0.3726,60.5791,5.3327,9.5676,1.3096,0.1152,0.5407,7.2654,0.7079,0.1129,0.02,0.7542,0.0854,0.0046,0.0768,0.079,0.2953,0.3306
0.191,0.4263,33.2283,7.1961,13.8797,1.1167,0.6486,0.8726,4.4798,0.6379,0.632,0.02,0.7679,0.0311,0.0486,0.095,0.0574,0.4204,0.2272
0.2873,0.0084,23.4182,8.8986,16.2683,1.2523,0.183,0.4559,3.4887,0.5932,0.7854,0.02,0.8075,0.0508,0.0741,0.0335,0.0341,0.8534,0.5615
0.3242,0.4105,46.1931,13.3611,5.9439,0.5045,0.283,0.0929,7.6364,0.8278,0.9158,0.02,0.7679,0.0386,0.0686,0.0499,0.0749,0.8928,0.4164
0.3126,0.1021,16.3319,3.5563,8.8799,1.8236,0.162,0.2393,2.2834,0.1897,0.6175,0.02,0.7873,0.0525,0.0097,0.0809,0.0696,0.8999,0.6579
0.3415,0.1305,34.4825,13.3156,12.3963,2.3446,0.2225,0.8269,8.508,0.912,0.5352,0.02,0.8218,0.0473,0.0454,0.0258,0.0596,0.6128,0.4244
0.3691,0.1299,38.5548,2.7392,5.7747,2.4667,0.822,0.8626,0.2102,0.2324,0.7082,0.02,0.8172,0.0095,0.0704,0.0925,0.0105,0.1983,0.3738
0.0449,0.2427,19.6994,17.8442,3.7101,0.6744,0.4758,0.5317,9.2283,0.0835,0.3854,0.02,0.8737,2e-04,0.0213,0.0919,0.0129,0.047,0.9081
0.0736,0.2462,42.1625,4.7676,16.1431,1.5081,0.3023,0.7743,3.1413,0.978,0.1219,0.02,0.8284,0.0527,0.0772,0.0283,0.0135,0.4201,0.9188
0.0314,0.4741,17.8613,2.5979,4.1254,2.1488,0.0153,0.4462,9.0012,0.341,0.5009,0.02,0.8922,2e-04,0.0317,0.0643,0.0116,0.9979,0.719
0.0238,0.3511,32.6008,2.7659,11.944,2.2032,0.9132,0.1454,5.0648,0.4724,0.3887,0.02,0.8577,0.0079,0.0471,0.0344,0.0528,0.4739,0.0931
0.3661,0.0553,23.0088,7.8002,9.0833,0.7205,0.9232,0.5295,8.8232,0.6288,0.5482,0.02,0.8678,0.0291,0.0745,0.0182,0.0104,0.9006,0.1513
0.0489,0.1333,33.1936,4.0726,8.83,2.8687,0.5702,0.8355,8.1949,0.6653,0.5534,0.02,0.7887,0.02,0.0402,0.0697,0.0815,0.0562,0.2452
0.4702,0.4984,38.7593,5.3151,16.0686,2.5275,0.9605,0.5516,8.9776,0.4659,0.9157,0.02,0.8393,0.0038,0.0675,0.0805,0.009,0.0866,0.2882
0.4969,0.0216,59.2369,10.4363,3.9505,2.1975,0.5374,0.4598,1.515,0.0316,0.8781,0.02,0.816,0.0918,0.078,0.0045,0.0098,0.6778,0.0429
0.2,0.134,40.107,6.1519,3.9931,2.4791,0.8163,0.5317,4.207,0.154,0.8178,0.02,0.7572,0.0487,0.0567,0.0516,0.0857,0.8418,0.5512
0.458,0.0614,34.3012,16.1309,4.3435,2.0359,0.8282,0.139,1.8764,0.5749,0.2042,0.02,0.8778,0.0293,0.0259,0.0239,0.0431,0.8125,0.6779
0.0473,0.3376,40.9264,5.3238,3.5153,1.8988,0.4591,0.2751,8.6592,0.5444,0.2337,0.02,0.7967,0.0151,0.0825,0.0623,0.0435,0.9149,0.0976
0.1026,0.34,42.3748,5.8757,6.6383,0.6124,0.0473,0.0574,4.3406,0.649,0.3837,0.02,0.8007,0.0231,0.0576,0.0681,0.0504,0.651,0.5958
0.125,0.2734,14.8229,12.616,13.3463,0.1037,0.9175,0.2494,9.1097,0.7085,0.4132,0.02,0.8463,0.0089,0.0768,0.0447,0.0233,0.7942,0.4372
0.0516,0.1434,56.7124,14.5379,13.6353,1.3558,0.9319,0.6215,0.7476,0.1418,0.5237,0.02,0.8122,0.0335,0.0844,0.0597,0.0102,0.834,0.0416
0.2588,0.3939,20.517,4.1645,7.2746,0.3196,0.0269,0.4739,0.8281,0.9436,0.4161,0.02,0.8136,0.0652,0.0222,0.061,0.0381,0.2219,0.418
0.0376,0.0263,43.4406,5.037,10.1137,0.8488,0.228,0.7605,3.0965,0.5894,0.6623,0.02,0.8462,0.0176,0.0636,0.0096,0.063,0.1671,0.2143
0.2664,0.4886,37.0791,3.5041,11.6591,2.4865,0.8453,0.6529,0.1387,0.3377,0.7982,0.02,0.8258,0.0819,0.0297,0.0237,0.0389,0.4116,0.4609
0.0237,0.3465,46.0736,2.0889,17.0129,0.6378,0.9138,0.1159,3.9334,0.1632,0.9983,0.02,0.7722,0.0705,0.0304,0.078,0.0489,0.0249,0.9085
0.1673,0.4474,20.5645,11.6587,11.2098,0.9137,0.5338,0.2508,7.2484,0.9902,0.3377,0.02,0.8043,0.0812,0.0269,0.0527,0.0349,0.6094,0.2652
0.2118,0.323,42.9933,6.4917,10.7488,1.4571,0.123,0.3988,8.3101,0.8279,0.8238,0.02,0.8719,0.0217,0.0221,0.0607,0.0236,0.8768,0.7012
0.1251,0.3025,23.7394,6.7873,14.8094,2.5831,0.3902,0.0571,0.3453,0.8741,0.3662,0.02,0.9065,0.0128,0.0074,0.0432,0.03,0.7176,0.8733
0.2462,0.0185,14.3217,5.2882,13.9956,1.0265,0.9967,0.1385,8.2427,0.523,0.2657,0.02,0.787,0.0733,0.0623,0.048,0.0294,0.3455,0.4844
0.0119,0.4301,26.4056,9.0703,12.6938,2.4321,0.0731,0.4673,4.9346,0.9536,0.4674,0.02,0.8217,0.0039,0.0671,0.0371,0.0701,0.085,0.3958
0.1127,0.4606,19.2113,2.5474,13.4238,1.3414,0.24,0.8258,5.3523,0.5924,0.2434,0.02,0.8615,0.0263,0.0384,0.0616,0.0122,0.3551,0.1624
0.1894,0.1069,48.3836,8.6161,14.7009,0.7758,0.2469,0.7186,9.47,0.873,0.8605,0.02,0.7794,0.0298,0.0855,0.0286,0.0768,0.8481,0.4139
0.4918,0.142,43.1793,13.2177,12.9597,1.411,0.0531,0.329,9.8268,0.2464,0.053,0.02,0.7057,0.0803,0.0646,0.0708,0.0786,0.0474,0.9839
0.145,0.1888,43.5736,2.3598,13.8615,0.8185,0.509,0.1957,4.9382,0.2043,0.2773,0.02,0.8205,0.0424,0.0328,0.0225,0.0817,0.0516,0.5545
0.0934,0.3629,38.7286,8.9668,8.953,0.5358,0.5559,0.7631,9.7286,0.8955,0.1839,0.02,0.8137,0.038,0.0366,0.0218,0.0898,0.6281,0.8328
0.0542,0.3933,37.6935,3.4452,3.5937,2.3477,0.9358,0.57,9.9466,0.919,0.6763,0.02,0.8279,0.0121,0.066,0.0678,0.0262,0.8675,0.8745
0.3902,0.4372,58.9842,2.1447,5.9935,2.8111,0.6933,0.3735,2.6816,0.8869,0.4692,0.02,0.8126,0.002,0.0131,0.0783,0.0941,0.0176,0.7697
0.048,0.12,23.847,17.3717,4.1729,1.9348,0.4857,0.252,2.052,0.4568,0.6421,0.02,0.8165,0.0779,0.0482,0.0285,0.0289,0.9281,0.4492
0.2288,0.2815,43.0733,15.8843,16.3936,2.3976,0.303,0.5971,9.9935,0.7924,0.4154,0.02,0.8336,8e-04,0.0665,0.0378,0.0613,0.0466,0.676
0.1173,0.3495,47.264,14.7546,9.9881,2.0192,0.8525,0.0771,9.2855,0.9387,0.8502,0.02,0.7725,0.0737,0.0553,0.019,0.0795,0.1086,0.2048
0.0566,0.0479,26.1247,12.0508,8.3878,1.2002,0.4938,0.9206,4.7629,0.7747,0.6376,0.02,0.8791,0.0279,0.0543,0.0043,0.0344,0.0284,0.5706
0.2244,0.013,57.0512,15.6661,15.9231,2.6121,0.8502,0.8423,2.6554,0.5938,0.877,0.02,0.8719,0.0506,0.056,0.0103,0.0112,0.7019,0.5376
0.0598,0.3468,33.4201,8.0887,11.0854,2.3369,0.7912,0.8963,7.6962,0.6628,0.3448,0.02,0.7408,0.0773,0.0557,0.0499,0.0763,0.2554,0.8133
0.1545,0.1508,48.314,11.4316,12.8417,1.6211,0.218,0.8498,3.9116,0.5808,0.7528,0.02,0.8881,0.0397,0.0307,0.025,0.0165,0.5248,0.9722
0.3039,0.2793,14.1842,12.7177,9.0165,2.818,0.2055,0.3252,8.9356,0.4469,0.3054,0.02,0.7444,0.0904,0.0196,0.0578,0.0879,0.0509,0.0868
0.2094,0.278,54.0928,3.3699,8.679,1.0272,0.1931,0.5856,5.0093,0.1399,0.6132,0.02,0.8174,0.0548,0.0507,0.016,0.0611,0.4263,0.6143
0.2266,0.3521,32.3662,8.1303,2.6542,2.9788,0.9754,0.507,7.4403,0.7951,0.7218,0.02,0.806,0.0362,0.0735,0.0111,0.0732,0.4813,0.9963
0.3743,0.1281,48.6635,2.583,9.1374,1.9783,0.9713,0.0098,3.0584,0.7202,0.1761,0.02,0.8161,0.0218,0.0791,0.0362,0.0468,0.5543,0.7286
0.4747,0.0353,29.6159,3.3611,9.4086,2.6421,0.4691,0.1836,1.1424,0.3654,0.3778,0.02,0.7897,0.0709,0.0066,0.0952,0.0376,0.7103,0.2047
0.4565,0.0214,47.1527,8.9132,9.7802,1.7039,0.7606,0.3381,6.4307,0.9156,0.6639,0.02,0.7679,0.0425,0.0598,0.0562,0.0736,0.8586,0.5922
0.2177,0.163,33.4296,4.7683,6.1832,0.549,0.2623,0.0958,3.2169,0.6373,0.9252,0.02,0.8626,0.0449,0.0293,0.0554,0.0078,0.434,0.4726
0.3367,0.2658,22.2568,5.9363,4.4528,2.7725,0.1932,0.2101,9.7614,0.1443,0.7813,0.02,0.754,0.0673,0.0671,0.0753,0.0364,0.8775,0.7193
0.466,0.4107,30.4747,17.7443,12.7708,0.2338,0.9278,0.8922,5.5789,0.5684,0.3068,0.02,0.7961,0.0796,0.0192,0.0795,0.0257,0.1752,0.2666
0.0607,0.2888,37.3052,13.1146,12.9254,1.1517,0.1673,0.1501,2.9841,0.2626,0.4798,0.02,0.8525,0.0529,0.0149,0.0114,0.0683,0.4099,0.8152
0.41,0.0432,60.8463,7.8509,13.5499,2.2224,0.9412,0.9925,9.2413,0.3236,0.8099,0.02,0.7922,0.0463,0.0751,0.0319,0.0545,0.8136,0.9507
0.3072,0.0064,44.2002,10.8911,3.8693,2.4146,0.4643,0.4721,6.0999,0.0245,0.7827,0.02,0.7688,0.0903,0.0512,8e-04,0.0889,0.2548,0.7511
0.3576,0.2774,25.0706,9.8597,5.3969,2.1942,0.6796,0.679,8.3956,0.9769,0.6287,0.02,0.9,0.003,0.027,0.0444,0.0257,0.145,0.4621
0.1552,0.2051,53.1517,12.9849,4.3531,2.5014,0.1669,0.6769,1.3588,0.3864,0.8654,0.02,0.8791,0.0125,0.0083,0.0537,0.0464,0.6172,0.0243
0.2875,0.4834,25.3233,10.4781,13.0355,0.7112,0.1781,0.5929,5.9119,0.8719,0.9994,0.02,0.8104,0.0757,0.0392,0.0358,0.039,0.2147,0.6674
0.3503,0.2915,15.252,16.2461,12.4319,2.5133,0.2113,0.3542,2.7174,0.4412,0.4624,0.02,0.7297,0.0729,0.0663,0.0696,0.0616,0.4415,0.3875
0.4571,0.1283,14.1055,16.0968,7.6008,0.766,0.6197,0.1519,2.6695,0.7125,0.086,0.02,0.8394,0.0116,0.0833,0.0512,0.0145,0.5578,0.5738
0.1066,0.4069,30.9524,12.9489,12.6657,2.3809,0.658,0.9571,4.0017,0.8816,0.6374,0.02,0.7549,0.0598,0.0613,0.0684,0.0555,0.8539,0.5056
0.092,0.2663,54.4993,7.4386,15.9597,1.6284,0.8537,0.2472,3.1393,0.5728,0.3143,0.02,0.8559,0.0408,0.0619,0.0027,0.0388,0.9207,0.8721
0.3626,0.2665,42.515,2.9424,14.8714,2.0516,0.0668,0.8616,9.0694,0.9351,0.8969,0.02,0.7679,0.051,0.0647,0.058,0.0584,0.1784,0.4294
0.3854,0.2753,27.227,9.4256,3.7732,1.3477,0.7516,0.4358,9.2695,0.7669,0.8747,0.02,0.7913,0.0765,0.0497,0.0767,0.0058,0.4256,0.7008
0.0267,0.3851,30.3852,2.7962,2.7389,2.2954,0.3163,0.7108,4.2532,0.1502,0.9088,0.02,0.8363,0.0295,0.0764,0.0081,0.0497,0.9125,0.0857
0.3114,0.1542,19.085,3.7792,2.103,1.906,0.5336,0.997,8.4949,0.81,0.9973,0.02,0.7619,0.0673,0.0269,0.0843,0.0596,0.9928,0.8641
0.3296,0.1321,33.774,11.4511,6.2442,2.0265,0.3545,0.5848,8.4311,0.0297,0.1701,0.02,0.8748,0.0021,1e-04,0.0644,0.0585,0.6158,0.4604
0.0362,0.322,41.6888,10.619,14.152,0.6913,0.3572,0.5224,2.8849,0.5596,0.2809,0.02,0.7603,0.0833,0.0615,0.0041,0.0908,0.6203,0.6248
0.1016,0.2569,56.3871,16.3261,9.3313,0.2949,0.7382,0.6016,1.2843,0.5051,0.4346,0.02,0.7666,0.0143,0.0795,0.0744,0.0652,0.0175,0.5117
0.0294,0.1458,59.8577,8.0638,12.1619,2.2387,0.2102,0.8552,6.0869,0.0918,0.417,0.02,0.8226,0.0604,0.0625,0.0024,0.0521,0.9758,0.2385
0.1631,0.3926,39.4992,14.5793,3.564,2.0661,0.7788,0.0349,2.0405,0.7902,0.7045,0.02,0.7355,0.0421,0.0531,0.0794,0.0898,0.3205,0.9197
0.0656,0.0987,48.9593,9.4842,2.4083,0.7645,0.0286,0.6936,2.7546,0.7397,0.862,0.02,0.7723,0.0776,0.0714,0.0479,0.0308,0.9452,0.6243
0.2395,0.2025,55.8674,4.9385,8.8399,2.6702,0.8383,0.7595,2.8517,0.9576,0.4689,0.02,0.7514,0.0901,0.0403,0.0894,0.0288,0.9149,0.8442
0.327,0.0184,16.4508,15.5124,17.3183,0.5891,0.852,0.2639,2.522,0.4913,0.701,0.02,0.804,0.0158,0.058,0.0741,0.048,0.6902,0.8807
0.0284,0.2595,39.9025,14.8245,7.3263,0.7999,0.7183,0.4898,1.6304,0.9641,0.3167,0.02,0.8484,0.0117,0.0615,0.0389,0.0395,0.5774,0.5368
0.2449,0.045,33.5626,12.2331,11.6354,0.4039,0.6026,0.6883,8.7943,0.5771,0.4648,0.02,0.8023,0.0195,0.0611,0.0665,0.0506,0.8984,0.7205
0.2807,0.0045,38.6283,11.1804,16.1002,1.4978,0.9078,0.6551,2.3093,0.9755,0.5511,0.02,0.8815,0.0387,0.0041,8e-04,0.075,0.153,0.3662
0.056,0.0425,32.0738,5.6813,10.9016,1.3471,0.387,0.3856,4.1386,0.5942,0.0057,0.02,0.8665,0.0263,0.0758,0.0212,0.0101,0.8931,0.138
0.3589,0.3891,44.0944,14.8709,8.8591,2.7893,0.1948,0.6746,3.1642,0.2155,0.2461,0.02,0.7584,0.04,0.0681,0.0707,0.0628,0.0873,0.0883
0.0412,0.1285,38.4384,10.8725,15.0488,1.0864,0.9715,0.0851,5.3122,0.2281,0.7243,0.02,0.8323,0.0057,0.067,0.017,0.0779,0.3933,0.5145
0.1878,0.2377,22.6046,8.2021,7.1915,0.7328,0.6988,0.5405,1.8138,0.4907,0.0924,0.02,0.8178,0.065,0.042,0.0043,0.0708,0.6526,0.0695
0.0961,0.3193,14.1491,8.8494,14.9457,0.9022,0.8583,0.134,6.4288,0.1646,0.1351,0.02,0.732,0.0868,0.0436,0.0733,0.0643,0.6178,0.6596
0.2641,0.3545,18.8315,3.1924,5.4347,1.41,0.442,0.6177,7.877,0.3789,0.0115,0.02,0.8588,0.0394,0.0272,0.0529,0.0216,0.249,0.3049
0.0691,0.3992,27.7285,17.4163,5.7322,0.7437,0.2605,0.8597,6.8024,0.1245,0.4912,0.02,0.7808,0.0417,0.0316,0.0878,0.0581,0.9729,0.83
0.0196,0.4793,43.3976,3.833,13.6899,2.3391,0.9855,0.4645,2.0354,0.8578,0.5569,0.02,0.7832,0.0632,0.0761,0.0583,0.0192,0.819,0.4145
0.2155,0.2003,40.1289,9.7682,7.8818,2.5664,0.1649,0.2977,9.7896,0.7657,0.2882,0.02,0.7758,0.0697,0.0465,0.0456,0.0624,0.4275,0.1541
0.3758,0.0062,16.1011,13.0412,4.0952,1.1266,0.1232,0.155,7.5703,0.293,0.5248,0.02,0.8158,0.043,0.0639,0.0757,0.0015,0.7641,0.0054
0.4447,0.0774,20.046,8.9277,12.0129,2.9094,0.0948,0.8088,8.0464,0.3778,0.1318,0.02,0.8298,0.0753,0.0348,0.0103,0.0498,0.5135,0.3692
0.3737,0.3809,15.8943,2.4708,10.8679,1.6441,0.5042,0.6537,4.1625,0.4233,0.762,0.02,0.8761,0.0075,0.0514,0.0231,0.0419,0.8175,0.9168
0.4441,0.2435,46.4465,16.5378,6.035,2.9551,0.6901,0.7098,5.5993,0.3887,0.2475,0.02,0.8476,0.0889,0.0165,0.0446,0.0024,0.8561,0.1146
0.4009,0.2343,46.4426,10.4027,7.2543,1.4693,0.5665,0.514,9.7959,0.857,0.9904,0.02,0.8026,0.0518,0.0378,0.0327,0.0751,0.339,0.1117
0.1084,0.1686,14.9844,5.9622,6.0276,2.2238,0.8109,0.7221,7.3357,0.1867,0.6746,0.02,0.8381,0.0161,0.0254,0.0778,0.0426,0.3382,0.3582
0.0315,0.2869,35.7554,7.436,17.0498,0.9813,0.33,0.003,8.9669,0.7404,0.421,0.02,0.8532,0.0568,0.0179,0.0299,0.0421,0.2501,0.9648
0.0452,0.4976,23.1742,13.2318,15.8057,2.5267,0.1017,0.7523,6.7127,0.8047,0.9649,0.02,0.8902,0.0393,0.0016,9e-04,0.068,0.3719,0.407
0.0566,0.3284,40.1672,4.8818,15.274,0.2125,0.9408,0.2622,6.8104,0.6463,0.72,0.02,0.807,0.0557,0.0503,0.0673,0.0197,0.8074,0.5818
0.0995,0.2342,35.4803,4.3869,14.8561,2.1983,0.0701,0.5009,7.8094,0.8365,0.9927,0.02,0.9176,0.0085,0.0016,0.0504,0.0219,0.247,0.6271
0.1082,0.3852,20.7959,3.5992,17.4895,2.1561,0.5879,0.7834,1.2925,0.5186,0.7402,0.02,0.7561,0.0699,0.0368,0.0622,0.075,0.5024,0.4239
0.1004,0.2421,46.5239,11.4475,16.5508,1.1986,0.5889,0.7145,9.3989,0.5819,0.4618,0.02,0.7377,0.0176,0.0788,0.0826,0.0833,0.3356,0.0644
0.0193,0.4292,16.8105,6.7383,10.9347,2.0539,0.9234,0.2443,0.6842,0.017,0.8878,0.02,0.7476,0.0472,0.0765,0.0641,0.0646,0.9355,0.9848
0.4426,0.0414,49.1479,15.1588,6.5606,2.2319,0.0288,0.9303,1.0996,0.4377,0.1769,0.02,0.7935,0.0545,0.0563,0.0415,0.0541,0.8959,0.1225
0.4725,0.4296,23.6362,9.8839,3.7594,2.4779,0.6328,0.4629,8.9708,0.0346,0.2491,0.02,0.8592,0.0813,0.0396,0.0166,0.0032,0.467,0.9391
0.0222,0.149,35.7828,17.9265,17.0955,1.327,0.8376,0.1754,7.6746,0.4773,0.8312,0.02,0.841,0.0732,0.0143,0.0202,0.0513,0.2582,0.7618
0.4841,0.3623,60.4662,6.8649,10.9192,0.9231,0.5377,0.8582,7.1299,0.0115,0.5771,0.02,0.823,0.044,0.0479,0.0782,0.0069,0.6698,0.3811
0.1424,0.1649,59.7824,6.0488,4.505,2.3058,0.0852,0.0595,7.3325,0.4161,0.1114,0.02,0.816,0.0173,0.0534,0.0479,0.0654,0.2091,0.5035
0.0781,0.2091,47.2938,8.6387,4.6657,2.1991,0.5861,0.8389,2.7566,0.0435,0.7479,0.02,0.8242,0.0633,0.0493,0.0533,0.0099,0.0971,0.7666
0.0154,0.1084,44.4264,9.3798,11.7443,2.2566,0.6154,0.6857,8.7038,0.6852,0.2496,0.02,0.83,0.0459,0.0619,0.0545,0.0077,0.5158,0.4007
0.0425,0.1122,29.3535,4.1487,14.031,2.805,0.7433,0.8,3.1098,0.6032,0.8697,0.02,0.896,0.0347,9e-04,0.0427,0.0256,0.5781,0.1914
0.3265,0.0057,40.9621,12.3138,8.2014,1.5397,0.1237,0.2038,9.8201,0.2525,0.8844,0.02,0.7334,0.0741,0.0682,0.0606,0.0637,0.2253,0.6708
0.1306,0.1562,57.4569,16.0073,17.3566,1.9927,0.4194,0.9678,2.0866,0.1524,0.9586,0.02,0.8527,0.0025,0.0454,0.05,0.0494,0.5645,0.7115
0.0522,0.2918,27.2737,8.0446,2.9288,1.9274,0.1575,0.7226,6.9176,0.9245,0.1972,0.02,0.8376,0.0616,0.0801,0.0174,0.0032,0.8333,0.9544
0.1454,0.379,28.1863,2.0567,13.5628,0.1095,0.0524,0.5724,8.3778,0.3663,0.6182,0.02,0.7277,0.0486,0.071,0.0846,0.0682,0.9904,0.6123
0.2948,0.0559,47.7856,11.4225,7.3861,2.5883,0.8143,0.6321,5.9158,0.9289,0.5637,0.02,0.756,0.0779,0.07,0.0428,0.0533,0.7353,0.4932
0.1685,0.3093,38.7792,14.8226,17.4897,2.0735,0.2217,0.8919,1.9327,0.4407,0.7016,0.02,0.8706,0.0293,0.0246,0.0352,0.0404,0.6994,0.572
0.0364,0.3821,53.1411,6.3229,10.5128,1.5129,0.127,0.2157,5.8881,0.3197,0.5188,0.02,0.9579,0.001,0.0128,0.0112,0.0171,0.3392,0.993
0.123,0.4111,37.001,14.7232,3.3309,1.708,0.6307,0.3186,9.9956,0.6438,0.6864,0.02,0.7381,0.0783,0.0782,0.0339,0.0715,0.4898,0.2006
0.1889,0.147,31.9395,6.4831,2.5423,2.8668,0.5451,0.7734,4.6429,0.8526,0.9645,0.02,0.8322,0.0786,0.0635,0.0167,0.0089,0.0426,0.278
0.2839,0.1913,25.1398,9.8672,11.7556,1.1084,0.694,0.6441,7.5809,0.8324,0.1323,0.02,0.836,0.0473,0.0466,0.0229,0.0472,0.4626,0.5007
0.0967,0.2211,51.6754,14.2542,6.5573,0.5523,0.1238,0.4875,5.6401,0.8404,0.3728,0.02,0.8199,0.0087,0.0823,0.0712,0.0179,0.6666,0.0639
0.3353,0.3679,28.3006,3.6838,7.5547,2.5583,0.6474,0.609,5.7708,0.76,0.7917,0.02,0.7899,0.0551,0.0529,0.0779,0.0241,0.0887,0.8145
